Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,Unnamed: 14,NM,SW,NE,Unnamed: 18,Unnamed: 19,NM.1,SW.1,NE.1,Annual.1,Unnamed: 24,NM.2,SW.2,NE.2,Annual.2,Unnamed: 29,NM.3,SW.3,NE.3,Annual.3,Unnamed: 34,NM.4,SW.4,NE.4,Annual.4
2005.0,3.9,0.0,3.3,238.9,16.3,0.7,60.1,91.7,136.2,223.3,949.8000000000001,68.2,1792.3999999999999,2005.0,262.4,288.7,1241.3000000000002,,,,,,,,,,,,,,,,,,,,,
2006.0,55.7,0.0,26.5,34.5,59.5,21.4,0.0,50.5,141.1,384.0,329.4,44.7,1147.3,2006.0,176.2,213.0,758.1,,,,,,,,,,,,,,,,,,,,,
2007.0,0.0,26.4,0.0,6.9,19.0,44.50000000000001,57.3,227.6,54.5,457.6,130.2,438.9,1462.9,2007.0,52.3,383.9,1026.6999999999998,,,,,,,,,,,,,,,,,,,,,
2008.0,8.0,27.2,283.4,10.8,17.2,26.5,10.4,69.6,10.8,314.9,591.6,176.0,1546.4,2008.0,346.59999999999997,117.3,1082.5,,,,,,,,,,,,,,,,,,,,,
2009.0,46.7,0.0,91.2,167.9,50.8,15.6,0.6000000000000001,138.1,14.3,153.3,724.1,538.8,1941.3999999999999,2009.0,356.6,168.6,1416.2,,,,,,,,,,,,,,,,,,,,,
2010.0,52.1,0.0,0.4,1.8,141.1,124.0,40.1,219.7,146.5,92.3,592.6,460.0,1870.6,2010.0,195.39999999999998,530.3,1144.9,,,,,,,,,,,,,,,,,,,,,
2011.0,72.4,132.0,67.7,190.1,92.5,352.3,227.8,178.6,181.4,129.0,213.7,197.0,2034.5,2011.0,554.7,940.1,539.7,,,,,,,,,,,,,,,,,,,,,
2012.0,15.6,15.9,49.8,235.8,71.3,173.4,200.8,256.4,130.6,193.6,144.3,27.7,1515.2,2012.0,388.40000000000003,761.2,365.59999999999997,,,,,,,,,,,,,,,,,,,,,
2013.0,12.0,24.2,26.8,0.7,4.0,23.2,28.7,200.8,143.4,100.5,205.9,261.9,1032.1,2013.0,67.7,396.1,568.3,,,,,,,,,,,,,,,,,,,,,
2014.0,6.600000000000001,3.6,0.0,0.0,122.9,36.8,92.7,72.0,29.6,378.6,364.6,140.6,1248.0,2014.0,133.1,231.1,883.8000000000001,,,,,,,,,,,,,,,,,,,,,
2015.0,4.7,0.0,1.4,82.10000000000001,74.7,62.5,24.6,30.5,18.0,149.6,900.2,509.3,1857.6000000000001,2015.0,162.9,135.6,1559.1,,,,,,,,,,,,,,,,,,,,,
2016.0,0.4,0.0,0.4,0.0,201.9,24.6,31.5,84.7,52.6,35.8,191.2,72.3,695.4,2016.0,202.70000000000002,193.4,299.3,,,,,,,,,,,,,,,,,,,,,
2017.0,144.8,0.1,102.0,0.0,13.7,56.4,66.3,105.7,53.0,236.0,732.0,257.3,1767.3,2017.0,260.6,281.4,1225.3,,,,,,,,,,,,,,,,,,,,,
2018.0,69.5,0.8,3.7,54.09999999999999,9.1,24.0,6.2,42.2,50.0,257.1,620.9,61.0,1198.6,2018.0,137.2,122.4,939.0,,,,,,,,,,,,,,,,,,,,,
2019.0,0.0,2.7,1.0,1.4,0.0,5.9,46.4,159.7,202.8,346.8,348.5,359.9,1475.1,2019.0,5.1,414.8,1055.1999999999998,,,,,,,,,,,,,,,,,,,,,
2020.0,11.9,0.3,0.0,5.0,31.3,37.9,203.9,59.2,126.4,30.3,269.8,728.7,1504.7,2020.0,48.5,427.4,1028.8000000000002,,,,,,,,,,,,,,,,,,,,,
2021.0,332.7,8.0,0.0,2.6,64.3,11.2,104.9,82.1,85.8,436.2,1010.7,106.3,2244.8,2021.0,407.6,284.0,1553.2,,,,,,,,,,,,,,,,,,,,,
2022.0,139.1,111.1,27.7,64.39999999999999,31.7,10.0,42.4,177.4,148.4,108.4,302.6,160.7,1323.8999999999999,2022.0,373.99999999999994,378.20000000000005,571.7,,,,,,,,,,,,,,,,,,,,,
2023.0,13.8,146.7,18.6,42.9,38.1,61.0,21.9,70.8,37.3,123.8,725.4,173.5,1473.8,2023.0,260.1,191.0,1022.6999999999999,,,,,,,,,,,,,,,,,,,,,
2024.0,252.7999939098954,0.0,2.400000095367432,0.7000000178813934,89.00000152736902,53.59999985992908,16.00000036507845,54.20000015199184,11.90000003576279,168.1000013947487,698.399989515543,356.4000043421984,1703.4999912157655,2024.0,344.89999555051327,135.70000041276217,1222.89999525249,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1478.2519998243154,,,,,,,,,,,,,,,,,,,,,,,,,
